title,subtype,status,image,epCount,rating,synopsis,genre
Mewkledreamy,TV,Finished,https://media.kitsu.io/anime/poster_images/42524/large.jpg?1583987776,48,73.34,"The story begins when a middle school girl named Yume sees something fall from the sky, and meets a pale violet-colored kitten named Mew. It turns out that Mew has the power of ""Yume Synchro"" (Dream Synchro), the power to enter dreams. In the dream world, the girl and Mew collect Dream Stones.(Source: ANN)",['none']
Gakuen Utopia Manabi Straight!,TV,Finished,https://media.kitsu.io/anime/poster_images/1675/large.jpg?1597697909,12,73.33,"Manabi Straight! follows the lives of a group of young high school girls living in the year 2035 while they attend the all-girl Seioh Private High School. Since the birth rate has dropped dramatically, schools are being closed down due to the sheer lack of students available to teach. Morale in schools has dropped dramatically, and Seioh is no exception.
The story begins when the main character, Manami Amamiya, transfers to Seioh. After some initial hijinks involving a futuristic scooter and a swim meet, followed by an inspirational school song performance, she is inducted as the student council president. The story that follows pertains to Manami working with Mika Inamori, the only other student council member, and three other classmates named Mutsuki Uehara, Mei Etoh, and Momoha Odori, in student council matters.  After some remodeling of the student council room, Manami and her friends set forth to plan for the upcoming student festival.
(Source: Wikipedia, edited)","['comedy', 'school', 'slice-of-life']"
Motto To LOVE-Ru,TV,Finished,https://media.kitsu.io/anime/poster_images/5626/large.jpg?1597697838,12,73.33,"A year after Lala came to Earth, she is all the more determined to make Rito fall for her, putting all her effort into it, even though she knows that Rito actually loves Haruna. Poor Rito will have to face tough times since Lala's younger twin sisters, Nana and Momo, now live in the same house, along with Rito's reliable sister, Mikan, and Celine. 
Fun and trouble await with their other friends from school and the many other characters, with Lala's usually catastrophic inventions, Yami's contract to kill Rito and many pending issues from the first season. 
(Source: AniDB) ","['comedy', 'sci-fi', 'school', 'harem', 'ecchi']"
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TV,Finished,https://media.kitsu.io/anime/poster_images/42092/large.jpg?1597691573,13,73.33,"Waver Velvet – The boy who fought side by side with the King of Conquerors, Iskandar, during the Fourth Holy Grail War in Fate/Zero. Time has passed, and the mature Waver has now adopted the name of Lord El-Melloi II.

As one of the Lords of the Clock Tower as well as the department head of the Modern Magecraft Theories department, Lord El-Melloi II holds yet another lecture for his diverse array of students. After the post-lecture meeting with other Clock Tower nobility, he throws out a few insults at the fellow Lords who are interested only in their internal power struggles – but quickly receives a counter-curse in retaliation.

On the following day, while in transit with his apprentice Gray, he notices a cat that had been hit by a car – the very same stray cat that frequently visited his room of late.

Lord El-Melloi II realizes that this was an attempt to take his life, and commences a hunt for the perpetrator alongside Gray, Flat, and Svin.

(Source: Crunchyroll)",['none']
Nami yo Kiitekure,TV,Finished,https://media.kitsu.io/anime/poster_images/42614/large.jpg?1570506855,12,73.32,"The stage is Sapporo, Hokkaido. One night, our heroine, Minare Koda, spills her heartbroken woes to a radio station worker she meets while out drinking one night. The next day, she hears a recording of her pitiful grumbling being played live over the air. Minare storms into the station in a rage, only to then be duped by the station director into doing an impromptu talk show explaining her harsh dialogue. With just one recording, the many eccentric facets of Minare's life begin to pull every which direction as she falls ever deeper into the world of radio.

(Source: Kodansha Comics)",['none']
Keroro Gunsou Movie 1,movie,Finished,https://media.kitsu.io/anime/poster_images/2183/large.jpg?1408446007,1,73.32,"Sergeant Keroro and his four subordinates came from the planet Keron to the Earth to conquer. However, without notice, they began to enjoy the life on the Earth. Keroro was supposed to stay with Hitana to get the chance to conquer the Earth, but he became friend with Hinata's son, Fuyuki.
Today, as usual, Keroro goes to buy his favorite Gundam plastic model with Fuyuki. On their way home, they find a small shrine, and enter. There, they find a vase, and happens to break it. Since the next day, strange things happen all over the town and people are in panic. Inside the vase, Kiruru, Keron's ancient ultimate weapon was sealed. At the moment, Mirara who holds the secret of the Kiruru appears and informs them of the only method to save the Earth. However...
(Source: AnimeNfo)","['comedy', 'sci-fi', 'kids']"
s.CRY.ed,TV,Finished,https://media.kitsu.io/anime/poster_images/146/large.jpg?1597697850,26,73.32,"A strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins.
(Source: ANN)","['sci-fi', 'super-power', 'drama', 'action', 'adventure']"
Tetsujin 28-gou (2004),TV,Finished,https://media.kitsu.io/anime/poster_images/2117/large.jpg?1597697970,26,73.32,"In post-WWII Japan, Prof. Shikishima has built up Shikishima Industries to be a technological powerhouse, working on developing robots. However, at the heart of their success lurks a dark secret from the war, something that cost the life of Prof. Kaneda, the mentor of Prof. Shikishima. Now Kaneda's son, Shoutarou, is about to learn the truth, and it will change him forever. 
(Source: ANN)","['sci-fi', 'historical', 'mecha', 'drama', 'adventure']"
Gundam Build Fighters Try,TV,Finished,https://media.kitsu.io/anime/poster_images/8637/large.jpg?1597697433,25,73.32,"The story of Gundam Build Fighters Try is set 7 years after the end of the 1st series. Now Seiho Academy's Gunpla Battle Club has only one member, Hoshino Fumina, who is a third grade student in junior high. As the president of the club, she needs two more members to participate in the upcoming All-Japan Gunpla Battle Championships. One day she encounters a transfer student named Kamiki Sekai, who has traveled around for Kenpo training with his master. Then joining by a young Gunpla builder Kousaka Yuuma, their challenge to the Gunpla Battle begins....

(Source: Crunchyroll)","['sci-fi', 'mecha', 'action']"
Slayers Evolution-R,TV,Finished,https://media.kitsu.io/anime/poster_images/4002/large.jpg?1408451287,13,73.32,"To find a way in rescuing Pokota's country Taforashia which was sealed by Rezo, Lina and her group are in search for the Hellmaster's jar in what the Red Priest placed his soul after death. Zelgadis is willing to do anything to get the jar for changing back into a human while Zuuma is plotting on revenge and accomplishing assignment in killing Lina Inverse. Still a big mystery for her and the others is what Xellos is aiming for in this battle.
(Source: ANN)","['comedy', 'fantasy', 'adventure']"
Pretty Rhythm: All Star Selection,TV,Finished,https://media.kitsu.io/anime/poster_images/8393/large.jpg?1597691251,11,73.31,"This is the fourth anime series of Pretty Rhythm. The story features a girl named Lala Manaka, who desires to become an Idol. To further her debut the best, the three main protagonists from the previous Pretty Rhythm series Aira, Mia, and Naru give her lessons about how to be the best Idol. In addition to the lessons she's learning, the series also retells the events of the previous Pretty Rhythm series.
(Source: Pretty Rhythm Wiki)","['sports', 'music']"
Aa! Megami-sama!,TV,Finished,https://media.kitsu.io/anime/poster_images/31/large.jpg?1597698802,24,73.3,"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted.
Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.
[Written by MAL Rewrite]","['comedy', 'magic', 'supernatural', 'romance']"
Kirakira☆Precure A La Mode,TV,Finished,https://media.kitsu.io/anime/poster_images/12927/large.jpg?1611634903,49,73.29,"Ichika Usami is a second year middle school student who works in her family's cafe, Kirakira Patisserie. One day, she meets a spoiled lamb fairy named pekorin who tells her evil monsters known as Henteko have been stealing ""Kirakiraru"", the energy that resides within sweets and desserts. Ichhika then becomes a pretty cure and, with four other girls, they form the kirakira precure a la mode to fight the henteko and protect the sweets.

(Source: Wikipedia)",['none']
Penguin's Memory: Shiawase Monogatari,movie,Finished,https://media.kitsu.io/anime/poster_images/7427/large.jpg?1408461282,1,73.29,"Mike is a penguin soldier who returns home after being injured during combat. Estranged from his family and friends, he leaves his hometown and starts to roam adrift through the country.
(Source: ANN)","['military', 'drama']"
Kure-nai,TV,Finished,https://media.kitsu.io/anime/poster_images/2954/large.jpg?1597697860,12,73.29,"After losing his family in a tragic terrorist attack when he was but a child, the main protagonist of Kure-nai, Shinkurou Kurenai, made a pact to stay strong no matter what.
Now a high school student, he works with Benika as a mediator and lives with the Houzuki family, training and gradually mastering the family martial arts. Together with other members of the team, Shinkurou aims to aid those who seek his help.
One day, Benika brings a beautiful 7-year-old girl from a wealthy family, Murasaki Kuhouin, to the Houzuki house. When Shinkurou asks for a more challenging mission, he is left with the task of guarding this young lady. At first, he takes these orders for granted. However, when he comes home to find that Murasaki is gone, he panics, frantically running around to search for her. Thankfully, he soon finds her, and from that moment on, a bond between Murasaki and Shinkurou is formed that is sure to evolve into something more. Will Murasaki be able to help Shinkurou get past his tragic past? Or is it the other way around? How will these two face the challenges sure to come their way?","['comedy', 'martial-arts', 'drama']"
Yowamushi Pedal: Re:RIDE,movie,Finished,https://media.kitsu.io/anime/poster_images/8657/large.jpg?1597697958,1,73.29,"Experience the first season of Yowamushi Pedal in Re:RIDE, a compilation movie to get you pumped for Yowamushi Pedal Grande Road.

(Source: Crunchyroll)","['sports', 'racing', 'drama']"
Ghost in the Shell: Arise - Border 3: Ghost Tears,movie,Finished,https://media.kitsu.io/anime/poster_images/8182/large.jpg?1597697776,1,73.29,"Third movie of Ghost in the Shell: Arise.
Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.
(Source: Wikipedia)","['sci-fi', 'police', 'psychological', 'mecha']"
Cinderella Monogatari,TV,Finished,https://media.kitsu.io/anime/poster_images/2571/large.jpg?1408447041,26,73.28,"Cinderella is the daughter of a wealthy duke who has remarried to provide her with a mother and sisters. When the Duke travels abroad, Cinderella discovers that her new family is anything but a family. With spoiled stepsisters and a harsh stepmother, Cindrella is forced to cook, clean and manage the household. Yet she remains cheerful, gentle and kind to her family, to her animal friends and to a mysterious boy, named Charles, who seems to have a connection with the prince of Emerald Castle. A whole new story on a classic fairytale.
When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.
(Source: ANN)","['kids', 'fantasy', 'romance', 'adventure']"
Kai Byoui Ramune,TV,Finished,https://media.kitsu.io/anime/poster_images/43818/large.jpg?1608544506,12,73.27,"As long as hearts exist inside people, there will always be those who suffer. And then something ""strange"" enters their mind and causes a strange disease to manifest itself in the body. The illness, which is called a ""mystery disease"" is unknown to most, but certainly exists. There is a doctor and apprentice who fights the disease, which modern medicine cannot cure.

His name is Ramune. He acts freely all the time, is foul-mouthed, and doesn't even look like a doctor! However, once he is confronted with the mysterious disease, he is able to quickly uncover the root cause of his patients' deep-seated distress and cure them. And beyond that...

(Source: Crunchyroll)",['none']
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,Finished,https://media.kitsu.io/anime/poster_images/10706/large.jpg?1597697841,12,73.27,"The story centers around high school student Shotaro Tatewaki and the beautiful Sakurako Kujo, who loves beautiful bones. Due to the nature of her interests, the two of them are involved in all kinds of incidents involving bones.

(Source: Crunchyroll)",['mystery']
Chuuka Ichiban!,TV,Finished,https://media.kitsu.io/anime/poster_images/89/large.jpg?1408440673,52,73.27,"The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos. It is also during a fictitious era called ""The Era of the Cooking Wars"". It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China. It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority. Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything.
The country of China has four major regions: Beijing, Szechuan, Shanghai, and Guangdong.
The beginning of the story takes place in Szechuan, Mao's birthplace.
After the death of Mao's mother, Pai, who was called the 'Fairy of Cuisine', Mao becomes a Super Chef in order to take the title as Master Chef of his mother's restaurant. However, before he takes his mother's place as Master Chef, he continues to travel China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef, just like his mother. During his journey, he meets great friends and fierce rivals who wish to challenge him in the field of cooking.
(Source: Wikipedia)","['comedy', 'drama', 'action', 'food']"
Log Horizon: Entaku Houkai,TV,Finished,https://media.kitsu.io/anime/poster_images/42957/large.jpg?1614779985,12,73.27,"The third season of Log Horizon.

It’s been a year since Shiroe and his friends were trapped in Akiba due to the Catastrophe. Their forging of the Round Table has brought order and prosperity to its people. But fracturing political alliances and the constant menace of the Genius monsters threaten to destabilize all they’ve fought for and built. Can faith be restored and they persevere, or is its destruction truly inevitable?

(Source: Funimation)",['none']
Zoku Touken Ranbu: Hanamaru,TV,Finished,https://media.kitsu.io/anime/poster_images/13478/large.jpg?1597697377,12,73.26,Sequel of Touken Ranbu: Hanamaru.,"['comedy', 'historical', 'fantasy', 'slice-of-life', 'drama', 'action']"
Kowarekake no Orgel (Movie),movie,Finished,https://media.kitsu.io/anime/poster_images/6406/large.jpg?1408458317,1,73.26,"In 2039, helper androids are widespread as general purpose electronics. 
Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an old model android in a garbage dump. He takes her home but after taking her to a repair shop he was told she couldn't be repaired so he planned to throw her away, but the next day he finds her making breakfast for him. Thus begin the summer days of a memoryless android and a dreamless boy. 
Kowarekake no Orgel was originally an independent animation released as an OVA. Later on it received a theatrical release that is a bit different and longer than the original. ","['sci-fi', 'music', 'slice-of-life', 'drama']"
Mojakou,TV,Finished,https://media.kitsu.io/anime/poster_images/2496/large.jpg?1597692207,74,73.25,"Sorao is an ordinary student who lives an ordinary everyday life of a typical kid, accidentally makes friends with two aliens stranded here on Earth. His life changes as he decides to help them find a way to get home. When they do reach the aliens' homeworld, Sorao along with Miki, discovered a blood feud between two different tribes. Things gone awry as the tribes' representatives try to out do one another in search of the missing treasure of the past with the help of an uncovered clue.
(Source: ANN)","['comedy', 'sci-fi', 'fantasy']"
Sentou Mecha Xabungle,TV,Finished,https://media.kitsu.io/anime/poster_images/2042/large.jpg?1597691749,50,73.25,"Zora was an outlaw planet where they had a rule that one could own stolen things if he could run away keeping it for three days.
When Motorcycle gang, Sand Rat, was driving on the planet, they were attacked by a walker machine. Then, an injured boy, Jiron, helped them. Lag, the leader of Sand Rat was interested in Jiron because he was going to the bazaar to steal a walker machine. That bazaar was held by Charring Cargo who was a courier of Blue Stone, and there must be the guards of Carrying and rowdy fellows at the bazaar. Furthermore, to be surprised, it was Carrying's latest walker machine, Xabungle, that he wanted to steal.
(Source: AnimeNfo)","['sci-fi', 'military', 'mecha']"
Shashinkan,movie,Finished,https://media.kitsu.io/anime/poster_images/8085/large.jpg?1597697786,1,73.25,"The story takes place before WWII at a photo studio on top of a hill. Many people visit this studio to have their photos taken. One day, a couple comes, but the wife is so shy that she always lowers her head. The owner of the studio tries all kinds of tricks to get her to smile and eventually succeeds.
One year later, the couple comes again, but this time they bring their daughter along. She always looks grumpy, and again, the owner has to try everything to get her to smile. Thus starts a long-running relationship between the girl and the owner, and time passes to years and then decades...
(Source: MAL)","['historical', 'slice-of-life', 'drama']"
Kuruneko Season 2,TV,Finished,https://media.kitsu.io/anime/poster_images/5575/large.jpg?1408455840,49,73.25,"Second season of the everyday life of the lady with many cats. Based on a blog by the cat owner.
Actress Miki Nakatani (Ringu, Densha Otoko) will take over the series' voice acting duty in second season.","['comedy', 'slice-of-life']"
Little Busters!,TV,Finished,https://media.kitsu.io/anime/poster_images/7005/large.jpg?1597697849,26,73.24,"As a child, Riki Naoe shut himself from the world, thanks to a diagnosis of narcolepsy following the tragic deaths of his parents. However, Riki is saved when, one fateful day, a boy named Kyousuke recruits him into a team who call themselves the Little Busters. Accompanied by Masato, Kengo, and Rin, these misfits spend their childhood fighting evil and enjoying their youth.
Years pass, and even in high school, the well-knit teammates remain together. Kyousuke decides to re-ignite the Little Busters by forming a baseball team as it will be his last school year with them. They have a problem though: there aren't enough members! The tables have turned, for it is now Riki's turn to reach out and recruit new friends into the Little Busters, just like Kyousuke had once done for him.
Then, an omen surfaces—Rin finds a strange letter attached to her cat, assigning them the duty of uncovering the ""secret of this world"" by completing specific tasks. Just what is this secret, and why is it being hidden? It's up to the Little Busters to find out!
[Written by MAL Rewrite]","['comedy', 'supernatural', 'school', 'slice-of-life', 'drama']"
Mardock Scramble: The Second Combustion,movie,Finished,https://media.kitsu.io/anime/poster_images/6269/large.jpg?1597697850,1,73.24,"Rune Balot is weeping and trying to save both herself and a severely injured Oeufcoque from Shell's assassin Boiled. Luckily for her, Doctor Easter finally shows up in the Humpty Dumpty – a special militarized vehicle made for protecting those in Welfare cases if their lives are threatened. From there they go to Paradise, where the Scramble 09 technology (and Boiled's rebirth) was developed. All of the secrets of the past of Mardock City (and possibly its future) are revealed in this riveting second part of the Mardock Scramble series, upping the stakes and making Balot choose between justice for herself or peace within Paradise instead.
(Source: the witch of theatregoing)","['sci-fi', 'psychological', 'action']"
BURN THE WITCH,movie,Finished,https://media.kitsu.io/anime/poster_images/43146/large.jpg?1601058154,3,73.23,"Historically, 72% of all the deaths in London are related to dragons, fantastical beings invisible to the majority of the people. While unknown to most, some people have been standing up to these dragons.Only inhabitants of Reverse London who live in the hidden ""reverse"" side of London can see the dragons. Even then, only a selected few become qualified enough as witches or wizards to make direct contact with them.The protagonists of the story are witch duo Noel Niihashi and Ninny Spangcole. They are protection agents for Wing Bind (WB), an organization for dragon conservation and management. Their mission is to protect and manage the dragons within London on behalf of the people.(Source: Official Site)",['none']
Aldnoah.Zero,TV,Finished,https://media.kitsu.io/anime/poster_images/8297/large.jpg?1597697831,12,73.23,"The discovery of a hypergate on the Moon once allowed the human race to teleport to Mars. Those who chose to settle there unearthed a technology far more advanced than that of their home planet, which they named ""Aldnoah."" This discovery led to the founding of the Vers Empire of Mars and a declaration of war against the ""Terrans,"" those who stayed behind on Earth. However, a battle on the moon—later called ""Heaven's Fall""—caused the hypergate to explode, destroying the moon and leading the two planets to establish an uneasy ceasefire.
Their peace was a fragile one, however. Fifteen years later, high school student Inaho Kaizuka witnesses the plotted assassination of the Vers Empire's Princess Asseylum Vers Allusia, who had come to Earth in hopes of repairing the relationship between the empire and its homeland. The ceasefire is shattered, and the Martians declare war on the Terrans once again. In the face of this insurmountable enemy, Inaho and his friends must now fight against the Vers Empire to settle the war once and for all.
[Written by MAL Rewrite]","['sci-fi', 'military', 'mecha', 'action', 'political']"
Btooom!,TV,Finished,https://media.kitsu.io/anime/poster_images/7113/large.jpg?1597697818,12,73.22,"Ryouta Sakamoto is unemployed and lives with his mother, his only real achievement being that he is Japan's top player of the popular online video game, ""Btooom!"" However, his peaceful life is about to change when he finds himself stranded on an island in the middle of nowhere, with a small, green crystal embedded in his left hand and no memory of how he got there. To his shock, someone has decided to recreate the game he is so fond of in real life, with the stakes being life or death.
Armed with a bag full of unique bombs known as ""BIM,"" the players are tasked with killing seven of their fellow participants to obtain their green crystals, used as proof of their victory, in order to return home. Initially condemning any form of violence, Ryouta is forced to fight when he realizes that many of the other players are not as welcoming as they may seem. Teaming up with Himiko, a fellow Btooom! player who turns out to be his in-game wife, they attempt to get off of the island together, slowly coming closer and closer to the truth behind this contest of death.
[Written by MAL Rewrite]","['sci-fi', 'psychological', 'action']"
Amagami SS,TV,Finished,https://media.kitsu.io/anime/poster_images/5435/large.jpg?1597697821,25,73.22,"Two years ago, Tachibana Junichi got his heart broken by a girl who didn't show up for a date on Christmas Eve.  Now a second year student in high school, Junichi spends his days inside his closet planetarium, going to school and hanging out with his friends Tanamachi Kaoru and Umehara Masayoshi.
After a chance encounter with one of the most beautiful girls in school, the third year student Morishima Haruka, Junichi finds himself spending time with her, carrying books for her or having her unexpectedly jump on his back and act as she's a jockey and he's her horse.  Soon enough, Junichi becomes romantically interested in Haruka which leads to...
Amagami SS is based on a PS2 dating game featuring six different girls. The story of the anime will be arranged in an omnibus format, with each heroine getting her own version of the story animated. Each heroine will sing her own version of the ending theme song.","['comedy', 'school', 'slice-of-life', 'romance']"
Dareka no Manazashi,movie,Finished,https://media.kitsu.io/anime/poster_images/7588/large.jpg?1597697825,1,73.22,"The stage is set at near future. Okamura Aya, also known as ""Aachan"", started to live by herself as she started a new job after graduation. Her mother needed to go overseas to work as a doctor, so now only her father and a cat, Mii-san, live in a Proud apartment. Since Aachan moved out, her father has been trying to reach out to her but somehow there is an awkward gap between the two. And the cat Mii-san, which Aachan has kept since she was a child, is getting old... One night, Aachan came back from a tiring day and threw herself on the bed. She closed her eyes and remembered the happy days she spent with her parents and when Mii-san came to comfort her when she got lonely after her mother left.... And then the phone rang...","['slice-of-life', 'drama']"
Maria-sama ga Miteru,TV,Finished,https://media.kitsu.io/anime/poster_images/7815/large.jpg?1408462508,13,73.2,"When Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other!
The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention!
(Source: RightStuf)","['shoujo-ai', 'shoujo-ai', 'slice-of-life', 'drama', 'romance']"
Ochamegami Monogatari: Korokoro Pollon,TV,Finished,https://media.kitsu.io/anime/poster_images/2818/large.jpg?1597692001,46,73.2,"Anime about the funny lives of the Greek gods up on Mount Olympus. Polon is the naughty daughter of Apollo. With her little cherub friend Eros, she interferes in various comical ways as she tries to show that she is fit to be a goddess. Her activities often misfire, getting her in trouble with some deity or other and causing chaos for gods and humans. Feeling neglected by her godly parent, she often assists him in his woman-chasing in the hopes of getting a new mommy.","['comedy', 'magic', 'parody']"
Mitsuboshi Colors,TV,Finished,https://media.kitsu.io/anime/poster_images/13227/large.jpg?1514771575,12,73.2,"The ""Colors"" are three cute little girls who hang out together and say they're protecting the peace of their city. They have lots of fun together, doing stuff like playing games, solving puzzles, and going to the zoo. This manga follows their largely happy daily life.

(Source: MangaHelpers)","['comedy', 'slice-of-life']"
Boku wa Tomodachi ga Sukunai,TV,Finished,https://media.kitsu.io/anime/poster_images/6316/large.jpg?1597694883,12,73.19,"When Kodaka Hasegawa finds out that he will be transferring to a new school, he is determined to make a positive impression, and maybe even some friends. However, Kodaka discovers he is out of luck when he immediately gets labeled as a violent delinquent due to his blond hair and intimidating expression. Although a month has passed, Kodaka is still alone thanks to his notorious reputation. However, his life begins to change when he finds fellow loner Yozora Mikazuki talking to her imaginary friend in an empty classroom.
After sharing stories of their lonely high school life, Kodaka and Yozora decide to overcome the difficulties of making friends together by starting the Neighbor's Club. Created for people who don't have friends, daily activities involve learning social skills and how to fit in, which will hopefully allow them to make friends. Joined by the eroge-loving Sena Kashiwazaki, and other eccentric outcasts, Kodaka may finally have managed to find people he can call friends, in this club filled with hilarious oddballs.
[Written by MAL Rewrite]","['comedy', 'school', 'harem', 'slice-of-life', 'romance', 'ecchi']"
Kaitou Joker 4th Season,TV,Finished,https://media.kitsu.io/anime/poster_images/12361/large.jpg?1597691247,13,73.19,"Fourth season in the Kaitou Joker anime series.
The thief Mysterious Joker doesn't just steal things. An audacious and elusive miracle-maker, he travels the world searching for treasure with his partner and cook Hachi. As they circle the globe, they must avoid traps set by the police and compete in various competitions to reach their final goal, the Timeslip Treasure.
(Source: ANN)","['comedy', 'mystery', 'adventure']"
Slayers Great,movie,Finished,https://media.kitsu.io/anime/poster_images/769/large.jpg?1408442239,1,73.19,"Laia Einburg wants for her father Galia, who is a talented golom maker, and her equally ambitious brother Huey to end a long running feud. But her luck changes for the worse when Lina Inverse and Naga the Serpent save Laia from a rampaging golem. 
(Source: ANN)","['comedy', 'magic', 'fantasy', 'adventure']"
UN-GO,TV,Finished,https://media.kitsu.io/anime/poster_images/6353/large.jpg?1597697825,11,73.19,"In a dystopian future, detective Shinjuurou Yuuki—known by some as the ""Defeated Detective""—solves mysteries throughout Tokyo. Aided by his odd associate Inga, Shinjuurou's insight and ingenuity in cracking cases, particularly homicides, lead to numerous mysteries solved and culprits caught. However, his partner seems to have some other, more sinister intentions for the people they catch, and the truth of the assistant's identity and motivation is shrouded in secrecy.
[Written by MAL Rewrite]","['mystery', 'supernatural']"
Kurau Phantom Memory,TV,Finished,https://media.kitsu.io/anime/poster_images/444/large.jpg?1597697884,24,73.19,"It is the year 2100, and on the colonized Moon, a project is under way to explore new aspects of energy. Amami Kurau is the daughter of the chief scientist on the project, and on her 12th birthday, she accompanies her father to the lab to observe the experiments. Then something goes awry, and Kurau is struck by twin bolts of light. In the aftermath, her father is dismayed to find that his daughter is no longer his daughter. Rather, her body is now home to two energy entities with fantastic powers.

(Source: ANN)","['sci-fi', 'space', 'super-power', 'drama', 'action']"
Wangan Midnight,TV,Finished,https://media.kitsu.io/anime/poster_images/2372/large.jpg?1408446540,26,73.19,"Based on a seinen manga by Kusunoki Michiharu serialised in Young Magazine. 
The story gets its roots from the actual street racing that occurs on Tokyo's Shuto Expressway, one stretch of which is known as the ""Wangan"", literally meaning ""bay side"" (although it is generally used to refer to the freeway), the longest, straightest road in the entire country. Of course, there's also lots of traffic to contend with, including a fair number of heavy trucks. Because of this, the action is inherently hazardous, and wrecks are common. Blown engines are also a frequent hazard, especially with the extreme-high power engines. 
One day, Akio Asakura, a third year high school student, is driving his Fairlady Z (Z31) and is challenged by Tatsuya Shima, a doctor, in his black Porsche 964 Turbo (nicknamed the ""BlackBird""). With a friend in the passenger seat and two girls in the back, Akio pitifully tries to win, but is defeated. Determined to become faster, he goes to the junkyard to buy parts for his car, when he sees a pristine, unscratched midnight blue Fairlady Z (S30) in the junkyard. Intrigued as to why such a machine is about to be junked, he buys it. He soon finds that the car is unnaturally fast due to a tuned L28 engine, bored and stroked to 3.1 liters combined with twin turbos, which produces 620bhp. He also finds that all of the car's previous owners had unfortunate accidents in it, starting with the first owner's death. The manga follows Akio's various encounters, though the central plot revolves around his constant battle with the BlackBird for superiority. 
(Source: AniDB) ","['sports', 'racing', 'action', 'cars']"
Hanamaru Youchien,TV,Finished,https://media.kitsu.io/anime/poster_images/4618/large.jpg?1597697848,12,73.18,"Anzu goes to a kindergarten with her friends, the shy Koume and the eccentric Hiiragi. Together they try to attract attention from their caretaker Tsuchida. However, he is clearly more interested in the pretty Yamamoto who supervises the class next door.","['comedy', 'slice-of-life']"
Saki Zenkoku-hen,TV,Finished,https://media.kitsu.io/anime/poster_images/7375/large.jpg?1417531540,13,73.17,Sequel to the Saki series covering the Inter High School Mahjong Championships.,"['school', 'game', 'slice-of-life']"
Guilty Crown,TV,Finished,https://media.kitsu.io/anime/poster_images/6349/large.jpg?1597697814,22,73.17,"Japan, 2039. Ten years after the outbreak of the ""Apocalypse Virus,"" an event solemnly regarded as ""Lost Christmas,"" the once proud nation has fallen under the rule of the GHQ, an independent military force dedicated to restoring order. Funeral Parlor, a guerilla group led by the infamous Gai Tsutsugami, act as freedom fighters, offering the only resistance to GHQ's cruel despotism.
Inori Yuzuriha, a key member of Funeral Parlor, runs into the weak and unsociable Shuu Ouma during a crucial operation, which results in him obtaining the ""Power of Kings""—an ability which allows the wielder to draw out the manifestations of an individual's personality, or ""voids."" Now an unwilling participant in the struggle against GHQ, Shuu must learn to control his newfound power if he is to help take back Japan once and for all.Guilty Crown follows the action-packed story of a young high school student who is dragged into a war, possessing an ability that will help him uncover the secrets of the GHQ, Funeral Parlor, and Lost Christmas. However, he will soon learn that the truth comes at a far greater price than he could have ever imagined.
[Written by MAL Rewrite]","['sci-fi', 'super-power', 'drama', 'romance', 'action']"
